Training Log
Epoch 1, Step 128, Save 1, Validation SSIM: 9.4903
Epoch 2, Step 128, Save 2, Validation SSIM: 9.6511
Epoch 3, Step 128, Save 3, Validation SSIM: 9.4287
Epoch 4, Step 128, Save 4, Validation SSIM: 9.4072
Epoch 5, Step 128, Save 5, Validation SSIM: 9.6045
Epoch 6, Step 128, Save 6, Validation SSIM: 10.0073
Epoch 7, Step 128, Save 7, Validation SSIM: 10.1041
Epoch 8, Step 128, Save 8, Validation SSIM: 10.0773
Epoch 9, Step 128, Save 9, Validation SSIM: 9.2817
Epoch 10, Step 128, Save 10, Validation SSIM: 9.5495
Epoch 11, Step 128, Save 11, Validation SSIM: 9.6442
Epoch 12, Step 128, Save 12, Validation SSIM: 9.3222
Epoch 13, Step 128, Save 13, Validation SSIM: 9.2682
Epoch 14, Step 128, Save 14, Validation SSIM: 10.3285
Epoch 15, Step 128, Save 15, Validation SSIM: 10.1051
Epoch 16, Step 128, Save 16, Validation SSIM: 10.0266
Epoch 17, Step 128, Save 17, Validation SSIM: 10.0251
Epoch 18, Step 128, Save 18, Validation SSIM: 10.0699
Epoch 19, Step 128, Save 19, Validation SSIM: 10.3334
Epoch 20, Step 128, Save 20, Validation SSIM: 10.3293
Epoch 21, Step 128, Save 21, Validation SSIM: 10.3286
Epoch 22, Step 128, Save 22, Validation SSIM: 10.1726
Epoch 23, Step 128, Save 23, Validation SSIM: 10.3292
Epoch 24, Step 128, Save 24, Validation SSIM: 10.3201
Epoch 25, Step 128, Save 25, Validation SSIM: 10.0180
Epoch 26, Step 128, Save 26, Validation SSIM: 10.3318
Epoch 27, Step 128, Save 27, Validation SSIM: 10.1070
Epoch 28, Step 128, Save 28, Validation SSIM: 10.1078
Epoch 29, Step 128, Save 29, Validation SSIM: 10.1707
Epoch 30, Step 128, Save 30, Validation SSIM: 10.0885
Epoch 31, Step 128, Save 31, Validation SSIM: 10.4309
Epoch 32, Step 128, Save 32, Validation SSIM: 10.3300
Epoch 33, Step 128, Save 33, Validation SSIM: 10.0661
Epoch 34, Step 128, Save 34, Validation SSIM: 10.1664
Epoch 35, Step 128, Save 35, Validation SSIM: 9.3005
Epoch 36, Step 128, Save 36, Validation SSIM: 9.6513
Epoch 37, Step 128, Save 37, Validation SSIM: 9.6428
Epoch 38, Step 128, Save 38, Validation SSIM: 9.3028
Epoch 39, Step 128, Save 39, Validation SSIM: 9.2967
Epoch 40, Step 128, Save 40, Validation SSIM: 9.4782
Epoch 41, Step 128, Save 41, Validation SSIM: 10.2656
Epoch 42, Step 128, Save 42, Validation SSIM: 10.3296
Epoch 43, Step 128, Save 43, Validation SSIM: 10.4286
Epoch 44, Step 128, Save 44, Validation SSIM: 10.0635
Epoch 45, Step 128, Save 45, Validation SSIM: 9.6263
Epoch 46, Step 128, Save 46, Validation SSIM: 9.4672
Epoch 47, Step 128, Save 47, Validation SSIM: 9.3561
Epoch 48, Step 128, Save 48, Validation SSIM: 9.4858
Epoch 48 completed. Average reward: 7.2808
Epoch 49, Step 128, Save 49, Validation SSIM: 9.5572
Epoch 50, Step 128, Save 50, Validation SSIM: 10.0007
Epoch 51, Step 128, Save 51, Validation SSIM: 10.1038
Epoch 52, Step 128, Save 52, Validation SSIM: 10.0204
Epoch 53, Step 128, Save 53, Validation SSIM: 10.1684
Epoch 54, Step 128, Save 54, Validation SSIM: 10.2394
Epoch 55, Step 128, Save 55, Validation SSIM: 10.1574
Epoch 56, Step 128, Save 56, Validation SSIM: 10.4335
Epoch 57, Step 128, Save 57, Validation SSIM: 10.1032
Epoch 58, Step 128, Save 58, Validation SSIM: 10.0896
Epoch 59, Step 128, Save 59, Validation SSIM: 10.0872
