Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1543
3, 0, 16.7173
4, 0, 16.7647
5, 0, 16.5110
6, 0, 15.9980
7, 0, 15.6124
8, 0, 14.9812
9, 0, 14.3363
10, 0, 13.9111
11, 0, 16.5655
12, 0, 17.0090
13, 0, 16.6599
14, 0, 15.9345
15, 0, 15.2957
16, 0, 14.7420
17, 0, 14.1313
18, 0, 13.7751
19, 0, 16.5245
20, 0, 16.7809
21, 0, 16.5791
22, 0, 16.0196
23, 0, 15.4959
24, 0, 14.8650
25, 0, 14.3169
26, 0, 13.7918
27, 0, 16.5271
28, 0, 17.0290
29, 0, 16.3901
30, 0, 15.9703
31, 0, 15.3725
32, 0, 14.7072
33, 0, 14.1503
34, 0, 13.8901
35, 0, 16.3776
36, 0, 16.7940
37, 0, 16.3538
38, 0, 15.8651
39, 0, 15.3421
40, 0, 14.5950
41, 0, 14.3016
42, 0, 13.8714
43, 0, 16.4628
44, 0, 16.7069
45, 0, 16.3329
46, 0, 15.9229
47, 0, 15.3000
48, 0, 14.6331
49, 0, 14.2207
50, 0, 13.8435
51, 0, 16.5084
52, 0, 16.7695
53, 0, 16.4941
54, 0, 15.8403
55, 0, 15.2798
56, 0, 14.6961
57, 0, 14.1388
58, 0, 13.7660
59, 0, 16.3942
60, 0, 16.8071
61, 0, 16.2897
62, 0, 15.8662
63, 0, 15.3896
64, 0, 14.6898
65, 0, 14.1846
66, 0, 13.8378
67, 0, 16.4064
68, 0, 16.8449
69, 0, 16.2715
70, 0, 15.8216
71, 0, 15.2442
72, 0, 14.7379
73, 0, 14.2520
74, 0, 13.7431
75, 0, 16.3106
76, 0, 16.8182
77, 0, 16.3641
78, 0, 15.8344
79, 0, 15.1340
80, 0, 14.5049
81, 0, 14.0125
82, 0, 13.6932
83, 0, 16.2542
84, 0, 16.4856
85, 0, 16.1597
86, 0, 15.6920
87, 0, 15.2124
88, 0, 14.6593
89, 0, 14.1844
90, 0, 13.7167
91, 0, 16.3427
92, 0, 16.8119
93, 0, 16.4830
94, 0, 15.6894
95, 0, 15.1263
96, 0, 14.5873
97, 0, 14.0538
98, 0, 13.7573
99, 0, 16.1541
100, 0, 16.4725
101, 0, 15.9187
102, 0, 15.4829
103, 0, 14.9699
104, 0, 14.5965
105, 0, 14.1769
106, 0, 13.7362
107, 0, 16.2009
108, 0, 16.5524
109, 0, 16.1356
110, 0, 15.6160
111, 0, 15.0892
112, 0, 14.6691
113, 0, 14.1600
114, 0, 13.6664
115, 0, 16.3044
116, 0, 16.7694
117, 0, 16.3573
118, 0, 15.1306
119, 0, 14.9101
120, 0, 14.3228
121, 0, 13.9897
122, 0, 13.5847
123, 0, 16.2742
124, 0, 16.6111
125, 0, 16.1757
126, 0, 15.6540
127, 0, 15.0975
128, 0, 14.5614
129, 0, 14.1066
130, 0, 13.7928
131, 0, 16.2490
132, 0, 16.7695
133, 0, 16.1319
134, 0, 15.7173
135, 0, 15.1137
136, 0, 14.5275
137, 0, 14.0661
138, 0, 13.6819
139, 0, 16.2029
140, 0, 16.6196
141, 0, 16.2252
142, 0, 15.6853
143, 0, 15.1102
144, 0, 14.5768
145, 0, 14.1533
146, 0, 13.7289
147, 0, 16.1814
148, 0, 16.6245
149, 0, 16.1417
150, 0, 15.5977
151, 0, 15.0997
152, 0, 14.5278
153, 0, 14.1954
154, 0, 13.7546
155, 0, 16.1121
156, 0, 16.6733
157, 0, 16.3403
158, 0, 15.6083
159, 0, 15.1432
160, 0, 14.5335
161, 0, 14.1519
162, 0, 13.6512
163, 0, 16.2808
164, 0, 16.6362
165, 0, 16.1306
166, 0, 15.6168
167, 0, 15.0461
168, 0, 14.4939
169, 0, 14.0529
170, 0, 13.6718
171, 0, 16.1061
172, 0, 16.6609
173, 0, 16.1461
174, 0, 15.6075
175, 0, 15.1010
176, 0, 14.4849
177, 0, 13.9396
178, 0, 13.7564
179, 0, 16.0746
180, 0, 16.5483
181, 0, 16.1594
182, 0, 15.6167
183, 0, 15.0113
184, 0, 14.4435
185, 0, 14.0068
186, 0, 13.7010
187, 0, 16.1877
188, 0, 16.5230
189, 0, 15.9841
190, 0, 15.5067
191, 0, 14.9986
192, 0, 14.4225
193, 0, 14.0122
194, 0, 13.7647
195, 0, 16.1869
196, 0, 16.6599
197, 0, 16.0799
198, 0, 15.6712
199, 0, 15.1056
200, 0, 14.5787
201, 0, 14.0901
