Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1521
3, 0, 16.7353
4, 0, 15.8847
5, 0, 15.4236
6, 0, 14.7894
7, 0, 14.4706
8, 0, 14.0408
9, 0, 16.4717
10, 0, 17.1463
11, 0, 16.5506
12, 0, 15.9002
13, 0, 15.3863
14, 0, 14.7051
15, 0, 14.1609
16, 0, 13.8363
17, 0, 16.4228
18, 0, 17.0608
19, 0, 16.3535
20, 0, 15.7815
21, 0, 15.4320
22, 0, 14.8271
23, 0, 14.2968
24, 0, 13.8988
25, 0, 16.5465
26, 0, 17.0301
27, 0, 16.6096
28, 0, 16.0475
29, 0, 15.3805
30, 0, 14.8253
31, 0, 14.3008
32, 0, 13.8354
33, 0, 16.4817
34, 0, 16.7968
35, 0, 16.4314
36, 0, 15.9497
37, 0, 15.2788
38, 0, 14.7178
39, 0, 14.3166
40, 0, 13.7008
41, 0, 16.5078
42, 0, 17.0071
43, 0, 16.6143
44, 0, 15.9123
45, 0, 15.3278
46, 0, 14.8031
47, 0, 14.2717
48, 0, 13.7747
49, 0, 16.3726
50, 0, 16.8854
51, 0, 16.5112
52, 0, 15.8835
53, 0, 15.3637
54, 0, 14.7651
55, 0, 14.2344
56, 0, 13.8463
57, 0, 16.3051
58, 0, 16.7540
59, 0, 16.4206
60, 0, 15.8890
61, 0, 15.3685
62, 0, 14.7772
63, 0, 14.3532
64, 0, 13.8419
65, 0, 16.3254
66, 0, 16.7541
67, 0, 16.3588
68, 0, 15.7568
69, 0, 15.2249
70, 0, 14.6782
71, 0, 14.1555
72, 0, 13.8355
73, 0, 16.2885
74, 0, 16.7108
75, 0, 16.2261
76, 0, 15.8312
77, 0, 15.2485
78, 0, 14.6595
79, 0, 14.1132
80, 0, 13.6319
81, 0, 16.2813
82, 0, 16.5723
83, 0, 16.1095
84, 0, 15.6086
85, 0, 15.0703
86, 0, 14.5757
87, 0, 14.1427
88, 0, 13.7146
89, 0, 16.1373
90, 0, 16.8201
91, 0, 16.1748
92, 0, 15.7262
93, 0, 15.3279
94, 0, 14.5847
95, 0, 14.1249
96, 0, 13.7290
97, 0, 16.1959
98, 0, 16.7659
99, 0, 16.2439
100, 0, 15.5882
101, 0, 15.0752
102, 0, 14.5401
103, 0, 14.0440
104, 0, 13.7726
105, 0, 16.2872
106, 0, 16.5665
107, 0, 16.2212
108, 0, 15.6768
109, 0, 15.1562
110, 0, 14.5930
111, 0, 14.1208
112, 0, 13.8103
113, 0, 16.3131
114, 0, 16.4121
115, 0, 16.1480
116, 0, 15.7703
117, 0, 15.1825
118, 0, 14.3022
119, 0, 13.9986
120, 0, 13.5978
121, 0, 16.3969
122, 0, 16.8546
123, 0, 16.1616
124, 0, 15.6482
125, 0, 15.1385
126, 0, 14.5767
127, 0, 14.0721
128, 0, 13.7194
129, 0, 16.3115
130, 0, 16.8554
131, 0, 16.2601
132, 0, 15.7125
133, 0, 15.0995
134, 0, 14.6693
135, 0, 14.1366
136, 0, 13.6720
137, 0, 16.2058
138, 0, 16.4986
139, 0, 16.1216
140, 0, 15.6754
141, 0, 15.1528
142, 0, 14.5176
143, 0, 14.0687
144, 0, 13.7230
145, 0, 16.2616
146, 0, 16.6067
147, 0, 16.1045
148, 0, 15.6547
149, 0, 15.1287
150, 0, 14.5785
151, 0, 14.1183
152, 0, 13.7321
153, 0, 16.3747
154, 0, 16.7297
155, 0, 15.9798
156, 0, 15.7783
157, 0, 15.2448
158, 0, 14.5266
159, 0, 14.1542
160, 0, 13.7634
161, 0, 16.3012
162, 0, 16.6841
163, 0, 16.3178
164, 0, 15.7517
165, 0, 15.0795
166, 0, 14.5253
167, 0, 14.0525
168, 0, 13.6456
169, 0, 16.1701
170, 0, 16.4335
171, 0, 16.0135
172, 0, 15.5178
173, 0, 15.1202
174, 0, 14.5205
175, 0, 14.0852
176, 0, 13.6242
177, 0, 16.1001
178, 0, 16.4903
179, 0, 15.9948
180, 0, 15.6120
181, 0, 15.0424
182, 0, 14.4578
183, 0, 14.0188
184, 0, 13.5721
185, 0, 16.1893
186, 0, 16.6368
187, 0, 16.1112
188, 0, 15.6193
189, 0, 14.9670
190, 0, 14.4878
191, 0, 14.0371
192, 0, 13.6220
193, 0, 16.1516
194, 0, 16.5903
195, 0, 16.2417
196, 0, 15.7057
197, 0, 15.0362
198, 0, 14.5706
199, 0, 14.1190
200, 0, 13.7504
201, 0, 16.1739
202, 0, 16.3691
203, 0, 16.0306
204, 0, 15.5473
205, 0, 14.9776
206, 0, 14.4104
207, 0, 13.9302
208, 0, 13.5790
209, 0, 16.3619
210, 0, 16.5199
211, 0, 16.1542
212, 0, 15.6623
213, 0, 15.1829
214, 0, 14.6405
215, 0, 14.1441
216, 0, 13.7243
217, 0, 16.4783
218, 0, 16.8240
219, 0, 16.3527
220, 0, 15.6767
221, 0, 15.1951
222, 0, 14.7413
223, 0, 14.3177
224, 0, 13.7563
225, 0, 16.4007
226, 0, 16.9744
227, 0, 16.3707
228, 0, 15.9041
229, 0, 15.2607
230, 0, 14.6479
231, 0, 14.1668
232, 0, 13.8712
233, 0, 16.4114
234, 0, 16.9235
235, 0, 16.4327
236, 0, 15.8134
237, 0, 15.2595
238, 0, 14.5866
239, 0, 14.1463
240, 0, 13.7767
241, 0, 16.2146
242, 0, 16.9194
243, 0, 16.2213
244, 0, 15.6914
245, 0, 15.2140
246, 0, 14.6583
247, 0, 14.1970
248, 0, 13.7980
249, 0, 16.2435
250, 0, 16.7038
1, 1, 16.8027
2, 1, 17.7264
3, 1, 17.5033
4, 1, 16.7796
5, 1, 16.6715
6, 1, 16.2779
7, 1, 16.0345
8, 1, 15.8055
9, 1, 16.4717
10, 1, 17.6310
11, 1, 17.2498
12, 1, 16.8419
13, 1, 16.5701
14, 1, 16.1204
15, 1, 15.7027
16, 1, 15.5726
17, 1, 16.4228
18, 1, 17.5704
19, 1, 17.1603
20, 1, 16.7086
21, 1, 16.6083
22, 1, 16.2314
23, 1, 15.8540
24, 1, 15.6394
25, 1, 16.5465
26, 1, 17.5033
27, 1, 17.3183
28, 1, 16.9824
29, 1, 16.5308
30, 1, 16.2103
31, 1, 15.6883
32, 1, 15.4873
33, 1, 16.4817
34, 1, 17.3417
35, 1, 17.2263
36, 1, 16.8522
37, 1, 16.4611
38, 1, 16.1515
39, 1, 15.7938
40, 1, 15.3835
41, 1, 16.5078
42, 1, 17.5053
43, 1, 17.3209
44, 1, 16.8271
45, 1, 16.5172
46, 1, 16.1817
47, 1, 15.7698
48, 1, 15.5211
49, 1, 16.3726
50, 1, 17.4373
51, 1, 17.2277
52, 1, 16.8571
53, 1, 16.5529
54, 1, 16.1566
55, 1, 15.7939
56, 1, 15.5497
57, 1, 16.3051
58, 1, 17.2745
59, 1, 17.1267
60, 1, 16.8139
61, 1, 16.3866
62, 1, 16.1324
63, 1, 15.8834
64, 1, 15.5474
65, 1, 16.3254
66, 1, 17.3402
67, 1, 17.1292
68, 1, 16.7731
69, 1, 16.3428
70, 1, 16.0691
71, 1, 15.4853
72, 1, 15.4675
73, 1, 16.2885
74, 1, 17.2401
75, 1, 17.0126
76, 1, 16.8418
77, 1, 16.4320
78, 1, 16.0453
79, 1, 15.6652
80, 1, 15.3420
81, 1, 16.2813
82, 1, 17.1971
83, 1, 16.9464
84, 1, 16.6123
85, 1, 16.2898
86, 1, 15.9586
87, 1, 15.6237
88, 1, 15.4221
89, 1, 16.1373
90, 1, 17.2433
91, 1, 16.9412
92, 1, 16.7074
93, 1, 16.5232
94, 1, 15.9104
95, 1, 15.6463
96, 1, 15.4537
97, 1, 16.1959
98, 1, 16.7588
99, 1, 16.4525
100, 1, 16.4200
101, 1, 16.2219
102, 1, 15.9421
103, 1, 15.5700
104, 1, 15.4414
105, 1, 16.2872
106, 1, 17.1672
107, 1, 16.9897
108, 1, 16.6619
109, 1, 16.3522
110, 1, 15.9830
111, 1, 15.6043
112, 1, 15.5561
113, 1, 16.3131
114, 1, 17.0903
115, 1, 16.9292
116, 1, 16.7381
117, 1, 16.3730
118, 1, 15.4419
119, 1, 15.6255
120, 1, 15.3793
121, 1, 16.3969
122, 1, 17.2938
123, 1, 16.8560
124, 1, 16.5887
125, 1, 16.3425
126, 1, 15.9962
127, 1, 15.6185
128, 1, 15.4105
129, 1, 16.3115
130, 1, 17.3022
131, 1, 16.9687
132, 1, 16.6201
133, 1, 16.2350
134, 1, 16.0117
135, 1, 15.6556
136, 1, 15.4058
137, 1, 16.2058
138, 1, 17.1228
139, 1, 16.9701
140, 1, 16.6739
141, 1, 16.3449
142, 1, 15.9116
143, 1, 15.6267
144, 1, 15.4973
145, 1, 16.2616
146, 1, 17.1910
147, 1, 16.8823
148, 1, 16.6020
149, 1, 16.2901
150, 1, 15.9204
151, 1, 15.5948
152, 1, 15.3920
153, 1, 16.3747
154, 1, 17.2730
155, 1, 16.7642
156, 1, 16.7289
157, 1, 16.4617
158, 1, 15.9207
