Training Log
Epoch 1, Step 128, Save 1, Validation SSIM: 10.3710
Epoch 2, Step 128, Save 2, Validation SSIM: 10.5653
Epoch 3, Step 128, Save 3, Validation SSIM: 10.3171
Epoch 4, Step 128, Save 4, Validation SSIM: 10.3200
Epoch 5, Step 128, Save 5, Validation SSIM: 10.3599
Epoch 6, Step 128, Save 6, Validation SSIM: 11.0175
Epoch 7, Step 128, Save 7, Validation SSIM: 11.2024
Epoch 8, Step 128, Save 8, Validation SSIM: 11.2492
Epoch 9, Step 128, Save 9, Validation SSIM: 10.3241
Epoch 10, Step 128, Save 10, Validation SSIM: 10.2400
Epoch 11, Step 128, Save 11, Validation SSIM: 10.1824
Epoch 12, Step 128, Save 12, Validation SSIM: 10.3161
Epoch 13, Step 128, Save 13, Validation SSIM: 10.5047
Epoch 14, Step 128, Save 14, Validation SSIM: 11.0268
Epoch 15, Step 128, Save 15, Validation SSIM: 11.1519
Epoch 16, Step 128, Save 16, Validation SSIM: 11.0072
Epoch 17, Step 128, Save 17, Validation SSIM: 11.0257
Epoch 18, Step 128, Save 18, Validation SSIM: 11.0019
Epoch 19, Step 128, Save 19, Validation SSIM: 11.1510
Epoch 20, Step 128, Save 20, Validation SSIM: 11.1497
Epoch 21, Step 128, Save 21, Validation SSIM: 11.2040
Epoch 22, Step 128, Save 22, Validation SSIM: 11.1539
Epoch 23, Step 128, Save 23, Validation SSIM: 11.2072
Epoch 24, Step 128, Save 24, Validation SSIM: 11.2581
Epoch 25, Step 128, Save 25, Validation SSIM: 11.0308
Epoch 26, Step 128, Save 26, Validation SSIM: 11.1968
Epoch 27, Step 128, Save 27, Validation SSIM: 11.2585
Epoch 28, Step 128, Save 28, Validation SSIM: 11.2017
Epoch 29, Step 128, Save 29, Validation SSIM: 11.3399
Epoch 30, Step 128, Save 30, Validation SSIM: 10.2827
Epoch 31, Step 128, Save 31, Validation SSIM: 10.3721
Epoch 32, Step 128, Save 32, Validation SSIM: 11.0332
Epoch 33, Step 128, Save 33, Validation SSIM: 11.2415
Epoch 34, Step 128, Save 34, Validation SSIM: 10.2126
Epoch 35, Step 128, Save 35, Validation SSIM: 10.3705
Epoch 36, Step 128, Save 36, Validation SSIM: 10.2224
Epoch 37, Step 128, Save 37, Validation SSIM: 10.2952
Epoch 38, Step 128, Save 38, Validation SSIM: 10.1918
Epoch 39, Step 128, Save 39, Validation SSIM: 10.2923
Epoch 40, Step 128, Save 40, Validation SSIM: 10.2022
Epoch 41, Step 128, Save 41, Validation SSIM: 10.7505
Epoch 42, Step 128, Save 42, Validation SSIM: 11.0334
Epoch 43, Step 128, Save 43, Validation SSIM: 11.2092
Epoch 44, Step 128, Save 44, Validation SSIM: 11.0329
Epoch 45, Step 128, Save 45, Validation SSIM: 11.2592
Epoch 46, Step 128, Save 46, Validation SSIM: 11.0184
Epoch 47, Step 128, Save 47, Validation SSIM: 10.9931
Epoch 48, Step 128, Save 48, Validation SSIM: 11.1995
Epoch 48 completed. Average reward: 8.0619
Epoch 49, Step 128, Save 49, Validation SSIM: 11.3423
Epoch 50, Step 128, Save 50, Validation SSIM: 10.9930
Epoch 51, Step 128, Save 51, Validation SSIM: 11.3419
Epoch 52, Step 128, Save 52, Validation SSIM: 11.0289
Epoch 53, Step 128, Save 53, Validation SSIM: 11.2662
Epoch 54, Step 128, Save 54, Validation SSIM: 11.2026
Epoch 55, Step 128, Save 55, Validation SSIM: 11.0346
Epoch 56, Step 128, Save 56, Validation SSIM: 10.7204
Epoch 57, Step 128, Save 57, Validation SSIM: 10.6302
Epoch 58, Step 128, Save 58, Validation SSIM: 10.7780
Epoch 59, Step 128, Save 59, Validation SSIM: 11.0250
Epoch 60, Step 128, Save 60, Validation SSIM: 10.8846
Epoch 61, Step 128, Save 61, Validation SSIM: 10.7347
Epoch 62, Step 128, Save 62, Validation SSIM: 10.4901
Epoch 63, Step 128, Save 63, Validation SSIM: 10.4576
Epoch 64, Step 128, Save 64, Validation SSIM: 10.6309
Epoch 65, Step 128, Save 65, Validation SSIM: 10.9662
Epoch 66, Step 128, Save 66, Validation SSIM: 10.7170
Epoch 67, Step 128, Save 67, Validation SSIM: 11.2004
Epoch 68, Step 128, Save 68, Validation SSIM: 10.9397
Epoch 69, Step 128, Save 69, Validation SSIM: 10.9008
Epoch 70, Step 128, Save 70, Validation SSIM: 10.7281
Epoch 71, Step 128, Save 71, Validation SSIM: 10.7873
Epoch 72, Step 128, Save 72, Validation SSIM: 11.2613
Epoch 73, Step 128, Save 73, Validation SSIM: 11.0245
Epoch 74, Step 128, Save 74, Validation SSIM: 11.0279
Epoch 75, Step 128, Save 75, Validation SSIM: 11.0054
Epoch 76, Step 128, Save 76, Validation SSIM: 10.7064
Epoch 77, Step 128, Save 77, Validation SSIM: 10.4197
Epoch 78, Step 128, Save 78, Validation SSIM: 10.6303
Epoch 79, Step 128, Save 79, Validation SSIM: 10.4958
Epoch 80, Step 128, Save 80, Validation SSIM: 10.5565
Epoch 81, Step 128, Save 81, Validation SSIM: 10.5469
Epoch 82, Step 128, Save 82, Validation SSIM: 10.4402
Epoch 83, Step 128, Save 83, Validation SSIM: 11.0286
Epoch 84, Step 128, Save 84, Validation SSIM: 11.2035
Epoch 85, Step 128, Save 85, Validation SSIM: 11.0201
Epoch 86, Step 128, Save 86, Validation SSIM: 11.2012
Epoch 87, Step 128, Save 87, Validation SSIM: 11.1978
Epoch 88, Step 128, Save 88, Validation SSIM: 11.1545
Epoch 89, Step 128, Save 89, Validation SSIM: 11.0638
Epoch 90, Step 128, Save 90, Validation SSIM: 11.0008
Epoch 91, Step 128, Save 91, Validation SSIM: 11.0209
Epoch 92, Step 128, Save 92, Validation SSIM: 11.0240
Epoch 93, Step 128, Save 93, Validation SSIM: 11.1514
Epoch 94, Step 128, Save 94, Validation SSIM: 10.9967
Epoch 95, Step 128, Save 95, Validation SSIM: 11.3403
Epoch 96, Step 128, Save 96, Validation SSIM: 11.0280
Epoch 96 completed. Average reward: 8.1098
Epoch 97, Step 128, Save 97, Validation SSIM: 11.0276
Epoch 98, Step 128, Save 98, Validation SSIM: 10.3274
Epoch 99, Step 128, Save 99, Validation SSIM: 10.5143
Epoch 100, Step 128, Save 100, Validation SSIM: 10.5260
Epoch 101, Step 128, Save 101, Validation SSIM: 10.4911
Epoch 102, Step 128, Save 102, Validation SSIM: 10.7243
Epoch 103, Step 128, Save 103, Validation SSIM: 11.2621
Epoch 104, Step 128, Save 104, Validation SSIM: 11.0199
Epoch 105, Step 128, Save 105, Validation SSIM: 11.1987
Epoch 106, Step 128, Save 106, Validation SSIM: 11.1599
