Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1516
3, 0, 16.7205
4, 0, 15.8924
5, 0, 16.6070
6, 0, 16.8633
7, 0, 16.6449
8, 0, 16.1032
9, 0, 15.3891
10, 0, 14.8248
11, 0, 14.2585
12, 0, 13.7745
13, 0, 16.5401
14, 0, 16.8414
15, 0, 16.3741
16, 0, 15.9413
17, 0, 15.2056
18, 0, 14.7399
19, 0, 14.2206
20, 0, 13.8019
21, 0, 16.4729
22, 0, 16.9959
23, 0, 16.6055
24, 0, 16.0632
25, 0, 15.4419
26, 0, 14.7039
27, 0, 14.3185
28, 0, 13.8728
29, 0, 16.4248
30, 0, 17.0540
31, 0, 16.4156
32, 0, 15.6204
33, 0, 14.9559
34, 0, 14.0173
35, 0, 13.8741
36, 0, 13.7547
37, 0, 16.4063
38, 0, 16.8282
39, 0, 16.3163
40, 0, 15.6941
41, 0, 15.3863
42, 0, 14.7559
43, 0, 14.2446
44, 0, 13.8694
45, 0, 16.4418
46, 0, 16.7622
47, 0, 16.3646
48, 0, 15.8317
49, 0, 15.3093
50, 0, 14.7284
51, 0, 14.1304
52, 0, 13.4122
53, 0, 16.4367
54, 0, 16.4927
55, 0, 16.2941
56, 0, 15.7752
57, 0, 15.1763
58, 0, 14.4600
59, 0, 14.1000
60, 0, 13.7878
61, 0, 16.4375
62, 0, 16.6458
63, 0, 16.4094
64, 0, 15.7143
65, 0, 15.1952
66, 0, 14.6607
67, 0, 14.1947
68, 0, 13.7189
69, 0, 16.3200
70, 0, 16.8054
71, 0, 16.2548
72, 0, 15.9360
73, 0, 15.3188
74, 0, 14.6909
75, 0, 14.2321
76, 0, 13.8808
77, 0, 16.3045
78, 0, 16.7282
79, 0, 16.1789
80, 0, 15.5929
81, 0, 14.9949
82, 0, 14.5348
83, 0, 14.0746
84, 0, 13.6813
85, 0, 16.1159
86, 0, 16.7978
87, 0, 16.2978
88, 0, 15.8030
89, 0, 15.2080
90, 0, 14.5983
91, 0, 14.2005
92, 0, 13.7915
93, 0, 16.3771
94, 0, 16.5021
95, 0, 16.1114
96, 0, 15.6162
97, 0, 15.0396
98, 0, 14.5972
99, 0, 14.0491
100, 0, 13.5421
101, 0, 16.1584
102, 0, 16.2615
103, 0, 16.0295
104, 0, 15.6209
105, 0, 15.2629
106, 0, 14.5963
107, 0, 14.1096
108, 0, 13.7606
109, 0, 16.2417
110, 0, 16.7043
111, 0, 15.9517
112, 0, 15.8096
113, 0, 15.2638
114, 0, 14.5473
115, 0, 14.1612
116, 0, 13.7894
117, 0, 16.2842
118, 0, 14.3272
119, 0, 15.1151
120, 0, 15.0891
121, 0, 14.8390
122, 0, 14.2921
123, 0, 13.8092
124, 0, 13.5171
125, 0, 16.3040
126, 0, 16.5400
127, 0, 16.1883
128, 0, 15.6582
129, 0, 15.1161
130, 0, 14.5897
131, 0, 14.0989
132, 0, 13.6733
133, 0, 16.2336
134, 0, 16.6138
135, 0, 16.1484
136, 0, 15.5406
137, 0, 15.0808
138, 0, 14.5034
139, 0, 14.0877
140, 0, 13.6843
141, 0, 16.1906
142, 0, 16.6826
143, 0, 16.0995
144, 0, 15.7015
145, 0, 15.1799
146, 0, 14.6289
147, 0, 14.0490
148, 0, 13.6960
149, 0, 16.1166
150, 0, 16.4857
151, 0, 16.1561
152, 0, 15.6268
153, 0, 15.2534
154, 0, 14.6339
155, 0, 13.9793
156, 0, 13.7943
157, 0, 16.3350
158, 0, 16.5118
159, 0, 16.2043
160, 0, 15.6682
161, 0, 15.1687
162, 0, 14.5405
163, 0, 14.1584
164, 0, 13.7845
165, 0, 16.1853
166, 0, 16.6084
167, 0, 16.1825
168, 0, 15.6635
169, 0, 15.0751
170, 0, 14.5262
171, 0, 13.9896
172, 0, 13.5913
173, 0, 16.2768
174, 0, 16.4933
175, 0, 16.1152
176, 0, 15.5360
177, 0, 14.9086
178, 0, 14.5826
179, 0, 14.0331
180, 0, 13.6708
181, 0, 16.1374
182, 0, 16.5944
183, 0, 16.1034
184, 0, 15.5446
185, 0, 15.0363
186, 0, 14.5310
187, 0, 14.0265
188, 0, 13.7300
189, 0, 16.1343
190, 0, 16.4765
191, 0, 16.0576
192, 0, 15.5015
193, 0, 14.9918
194, 0, 14.5879
195, 0, 14.1407
196, 0, 13.7298
197, 0, 16.0852
198, 0, 16.6338
199, 0, 16.1506
200, 0, 15.7058
201, 0, 15.1269
202, 0, 14.4900
203, 0, 14.0728
204, 0, 13.6344
205, 0, 16.1093
206, 0, 16.5322
207, 0, 16.1059
208, 0, 15.4991
209, 0, 14.8579
210, 0, 14.5165
211, 0, 14.1032
212, 0, 13.7081
213, 0, 16.3875
214, 0, 16.7522
215, 0, 16.1846
216, 0, 15.6925
217, 0, 14.8781
218, 0, 14.0468
219, 0, 13.5910
220, 0, 13.2475
221, 0, 16.5050
222, 0, 16.4651
223, 0, 16.3806
224, 0, 15.7507
225, 0, 15.2931
226, 0, 14.7013
227, 0, 14.2298
228, 0, 13.7720
229, 0, 16.3450
230, 0, 16.5758
231, 0, 16.0954
232, 0, 15.6332
233, 0, 15.2465
234, 0, 14.7358
235, 0, 14.2314
236, 0, 13.6530
237, 0, 16.3720
238, 0, 16.4646
239, 0, 16.0292
240, 0, 15.8105
241, 0, 15.0110
242, 0, 14.5819
243, 0, 13.8491
244, 0, 13.5779
245, 0, 16.2685
246, 0, 16.8515
247, 0, 16.4514
248, 0, 15.8332
249, 0, 15.1632
250, 0, 14.6803
1, 1, 12.5300
2, 1, 13.6308
3, 1, 14.1529
4, 1, 13.8098
5, 1, 16.6070
6, 1, 17.5976
7, 1, 17.4839
8, 1, 17.1382
9, 1, 16.6065
10, 1, 16.2509
11, 1, 15.7760
12, 1, 15.5422
13, 1, 16.5401
14, 1, 17.4780
15, 1, 17.1958
16, 1, 16.9587
17, 1, 16.4402
18, 1, 16.1447
19, 1, 15.7466
20, 1, 15.4585
21, 1, 16.4729
22, 1, 17.5248
23, 1, 17.3210
24, 1, 16.9833
25, 1, 16.6159
26, 1, 16.0894
27, 1, 15.8397
28, 1, 15.6350
29, 1, 16.4248
30, 1, 17.5937
31, 1, 17.1794
32, 1, 16.6776
33, 1, 16.3635
34, 1, 15.7124
35, 1, 15.5808
36, 1, 15.3234
37, 1, 16.4063
