Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 16.7876
3, 0, 16.6843
4, 0, 15.8721
5, 0, 15.3899
6, 0, 14.4062
7, 0, 14.0307
8, 0, 13.7707
9, 0, 16.4717
10, 0, 17.1461
11, 0, 16.5512
12, 0, 15.8919
13, 0, 15.3832
14, 0, 14.6859
15, 0, 14.1527
16, 0, 13.8458
17, 0, 16.4228
18, 0, 17.0620
19, 0, 16.3560
20, 0, 15.7846
21, 0, 15.4310
22, 0, 14.8301
23, 0, 14.3417
24, 0, 13.8772
25, 0, 16.5465
26, 0, 17.0298
27, 0, 16.6071
28, 0, 16.0081
29, 0, 15.3786
30, 0, 14.8299
31, 0, 14.2711
32, 0, 13.8291
33, 0, 16.4817
34, 0, 16.7968
35, 0, 16.4342
36, 0, 15.9458
37, 0, 15.2886
38, 0, 14.7227
39, 0, 14.3329
40, 0, 13.7054
41, 0, 16.5078
42, 0, 17.0074
43, 0, 16.6144
44, 0, 15.9167
45, 0, 15.3299
46, 0, 14.7983
47, 0, 14.2528
48, 0, 13.7921
49, 0, 16.3726
50, 0, 16.8847
51, 0, 16.5083
52, 0, 15.8785
53, 0, 15.3543
54, 0, 14.7629
55, 0, 14.2508
56, 0, 13.8488
57, 0, 16.3051
58, 0, 16.7542
59, 0, 16.4173
60, 0, 15.8944
61, 0, 15.3655
62, 0, 14.7859
63, 0, 14.3507
64, 0, 13.8458
65, 0, 16.3254
66, 0, 16.7536
67, 0, 16.3600
68, 0, 15.7593
69, 0, 15.2294
70, 0, 14.6687
71, 0, 14.1489
72, 0, 13.6692
73, 0, 16.2885
74, 0, 16.7107
75, 0, 16.2258
76, 0, 15.8362
77, 0, 15.2527
78, 0, 14.4239
79, 0, 14.0352
80, 0, 13.6430
81, 0, 16.2813
82, 0, 16.5726
83, 0, 16.1106
84, 0, 15.6135
85, 0, 15.0780
86, 0, 14.5610
87, 0, 14.1491
88, 0, 13.7068
89, 0, 16.1373
90, 0, 16.8203
91, 0, 15.4081
92, 0, 15.1055
93, 0, 14.9032
94, 0, 14.2982
95, 0, 13.9215
96, 0, 13.5216
97, 0, 16.1959
98, 0, 16.7660
99, 0, 16.2432
100, 0, 15.5934
101, 0, 15.0774
102, 0, 14.5358
103, 0, 14.0179
104, 0, 13.7770
105, 0, 16.2872
106, 0, 16.5672
107, 0, 16.2251
108, 0, 15.6740
109, 0, 15.1545
110, 0, 14.5962
111, 0, 14.1094
112, 0, 13.8053
113, 0, 16.3131
114, 0, 16.4128
115, 0, 16.1522
116, 0, 15.7716
117, 0, 15.1854
118, 0, 14.2823
119, 0, 14.0036
120, 0, 13.6008
121, 0, 16.3969
122, 0, 16.8548
123, 0, 16.1591
124, 0, 15.6443
125, 0, 15.1368
126, 0, 14.5765
127, 0, 14.0688
128, 0, 13.7253
129, 0, 16.3115
130, 0, 16.8552
131, 0, 16.2619
132, 0, 15.7087
133, 0, 15.1039
134, 0, 14.6731
135, 0, 14.1128
136, 0, 13.6753
137, 0, 16.2058
138, 0, 16.4994
139, 0, 16.1107
140, 0, 15.6715
141, 0, 15.1470
142, 0, 14.5104
143, 0, 14.0797
144, 0, 13.7162
145, 0, 16.2616
146, 0, 16.6069
147, 0, 16.1049
148, 0, 15.6590
149, 0, 14.9608
