Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 16.9664
3, 0, 16.6498
4, 0, 15.8455
5, 0, 15.4180
6, 0, 14.8600
7, 0, 14.5026
8, 0, 14.0308
9, 0, 16.4717
10, 0, 17.1436
11, 0, 16.5410
12, 0, 15.8921
13, 0, 15.3748
14, 0, 14.6932
15, 0, 14.1441
16, 0, 13.8007
17, 0, 16.4228
18, 0, 17.0535
19, 0, 16.3480
20, 0, 15.7447
21, 0, 15.3993
22, 0, 14.8069
23, 0, 14.2714
24, 0, 13.8842
25, 0, 16.5465
26, 0, 17.0311
27, 0, 16.6135
28, 0, 16.0541
29, 0, 15.3759
30, 0, 14.8295
31, 0, 14.2575
32, 0, 13.7955
33, 0, 16.4817
34, 0, 16.7986
35, 0, 16.3348
36, 0, 15.9398
37, 0, 15.3060
38, 0, 14.7274
39, 0, 14.2818
40, 0, 13.7156
41, 0, 16.5078
42, 0, 16.9606
43, 0, 16.6060
44, 0, 15.8941
45, 0, 15.3334
46, 0, 14.6820
47, 0, 14.1810
48, 0, 13.8211
49, 0, 16.3726
50, 0, 16.8845
51, 0, 16.5076
52, 0, 15.8747
53, 0, 15.3510
54, 0, 14.5779
55, 0, 14.1710
56, 0, 13.8032
57, 0, 16.3051
58, 0, 16.7513
59, 0, 16.4170
60, 0, 15.8805
61, 0, 15.3499
62, 0, 14.6658
63, 0, 14.3224
64, 0, 13.6759
65, 0, 16.3254
66, 0, 16.7552
67, 0, 16.3643
68, 0, 15.7701
69, 0, 15.2395
70, 0, 14.6870
71, 0, 14.1180
72, 0, 13.8346
73, 0, 16.2885
74, 0, 16.7109
75, 0, 16.2277
76, 0, 15.8400
77, 0, 15.2415
78, 0, 14.6240
79, 0, 14.0394
80, 0, 13.3826
81, 0, 16.2813
82, 0, 16.4952
83, 0, 16.0560
84, 0, 15.4575
85, 0, 15.0612
86, 0, 14.5505
87, 0, 14.1367
88, 0, 13.6377
89, 0, 16.1373
90, 0, 16.8193
91, 0, 15.4596
92, 0, 15.4696
93, 0, 15.2739
94, 0, 14.5680
95, 0, 14.0839
96, 0, 13.6284
97, 0, 16.1959
98, 0, 16.7618
99, 0, 16.2390
100, 0, 15.5845
101, 0, 15.0186
