Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1514
3, 0, 16.7258
4, 0, 15.8844
5, 0, 16.6070
6, 0, 16.8661
7, 0, 16.6435
8, 0, 16.1014
9, 0, 15.3927
10, 0, 14.8367
11, 0, 14.2650
12, 0, 13.7850
13, 0, 16.5401
14, 0, 16.8414
15, 0, 16.3736
16, 0, 15.9406
17, 0, 15.2095
18, 0, 14.7326
19, 0, 14.0211
20, 0, 13.6391
21, 0, 16.4729
22, 0, 16.9955
23, 0, 16.6062
24, 0, 16.0686
25, 0, 15.4473
26, 0, 14.6879
27, 0, 14.2144
28, 0, 13.7092
29, 0, 16.4248
30, 0, 17.0418
31, 0, 16.0377
32, 0, 15.1401
33, 0, 14.4289
34, 0, 13.5545
35, 0, 13.2669
36, 0, 13.0417
37, 0, 16.4063
38, 0, 16.5677
39, 0, 15.8339
40, 0, 15.3000
41, 0, 14.9032
42, 0, 14.2732
43, 0, 13.9141
44, 0, 13.3108
45, 0, 16.4418
46, 0, 16.4923
47, 0, 16.0049
48, 0, 15.3055
49, 0, 14.8430
50, 0, 14.3223
51, 0, 13.7348
52, 0, 12.9264
53, 0, 16.4367
54, 0, 15.6889
55, 0, 15.5987
56, 0, 15.1536
57, 0, 14.7086
58, 0, 13.8936
59, 0, 13.3954
60, 0, 13.0080
61, 0, 16.4375
62, 0, 16.1910
63, 0, 16.1869
64, 0, 15.1679
65, 0, 14.8618
66, 0, 14.4769
67, 0, 13.9915
68, 0, 13.5545
69, 0, 16.3200
70, 0, 16.5313
71, 0, 15.9585
72, 0, 15.8054
73, 0, 15.2307
74, 0, 14.5554
75, 0, 13.9995
76, 0, 13.8354
77, 0, 16.3045
78, 0, 16.2936
79, 0, 16.0762
80, 0, 15.5094
81, 0, 14.9324
82, 0, 14.5269
83, 0, 14.0407
84, 0, 13.6583
85, 0, 16.1159
86, 0, 16.7975
87, 0, 16.3008
88, 0, 15.8030
89, 0, 15.2114
90, 0, 14.6006
91, 0, 13.5257
92, 0, 13.4532
93, 0, 16.3771
94, 0, 16.5023
95, 0, 16.1122
96, 0, 15.5480
97, 0, 14.8703
