Training Log
Epoch 1, Step 128, Save 1, Validation SSIM: 103.7476
Epoch 2, Step 128, Save 2, Validation SSIM: 105.5865
Epoch 3, Step 128, Save 3, Validation SSIM: 103.7594
Epoch 4, Step 128, Save 4, Validation SSIM: 107.2280
Epoch 5, Step 128, Save 5, Validation SSIM: 105.8343
Epoch 6, Step 128, Save 6, Validation SSIM: 106.5085
Epoch 7, Step 128, Save 7, Validation SSIM: 111.2517
Epoch 8, Step 128, Save 8, Validation SSIM: 101.5158
Epoch 9, Step 128, Save 9, Validation SSIM: 102.3580
Epoch 10, Step 128, Save 10, Validation SSIM: 102.1673
Epoch 11, Step 128, Save 11, Validation SSIM: 100.8151
Epoch 12, Step 128, Save 12, Validation SSIM: 109.8598
Epoch 13, Step 128, Save 13, Validation SSIM: 101.9401
Epoch 14, Step 128, Save 14, Validation SSIM: 105.8032
Epoch 15, Step 128, Save 15, Validation SSIM: 111.9312
Epoch 16, Step 128, Save 16, Validation SSIM: 113.3961
Epoch 17, Step 128, Save 17, Validation SSIM: 111.9591
Epoch 18, Step 128, Save 18, Validation SSIM: 112.0404
Epoch 19, Step 128, Save 19, Validation SSIM: 110.0782
Epoch 20, Step 128, Save 20, Validation SSIM: 112.6134
Epoch 21, Step 128, Save 21, Validation SSIM: 112.6499
Epoch 22, Step 128, Save 22, Validation SSIM: 110.2323
Epoch 23, Step 128, Save 23, Validation SSIM: 110.3143
Epoch 24, Step 128, Save 24, Validation SSIM: 110.0200
Epoch 25, Step 128, Save 25, Validation SSIM: 110.3293
Epoch 26, Step 128, Save 26, Validation SSIM: 111.9668
Epoch 27, Step 128, Save 27, Validation SSIM: 113.3644
Epoch 28, Step 128, Save 28, Validation SSIM: 112.6400
Epoch 29, Step 128, Save 29, Validation SSIM: 110.2210
Epoch 30, Step 128, Save 30, Validation SSIM: 112.6388
Epoch 31, Step 128, Save 31, Validation SSIM: 111.5276
Epoch 32, Step 128, Save 32, Validation SSIM: 110.2962
Epoch 33, Step 128, Save 33, Validation SSIM: 103.1884
Epoch 34, Step 128, Save 34, Validation SSIM: 103.0363
Epoch 35, Step 128, Save 35, Validation SSIM: 103.8446
Epoch 36, Step 128, Save 36, Validation SSIM: 104.5692
Epoch 37, Step 128, Save 37, Validation SSIM: 102.4730
Epoch 38, Step 128, Save 38, Validation SSIM: 101.3023
Epoch 39, Step 128, Save 39, Validation SSIM: 102.6158
Epoch 40, Step 128, Save 40, Validation SSIM: 105.2053
Epoch 41, Step 128, Save 41, Validation SSIM: 108.6990
Epoch 42, Step 128, Save 42, Validation SSIM: 111.5009
Epoch 43, Step 128, Save 43, Validation SSIM: 111.9866
Epoch 44, Step 128, Save 44, Validation SSIM: 109.9675
Epoch 45, Step 128, Save 45, Validation SSIM: 110.2902
Epoch 46, Step 128, Save 46, Validation SSIM: 112.0255
Epoch 47, Step 128, Save 47, Validation SSIM: 109.9013
Epoch 48, Step 128, Save 48, Validation SSIM: 112.0265
Epoch 48 completed. Average reward: 0.9982
Epoch 49, Step 128, Save 49, Validation SSIM: 113.3872
Epoch 50, Step 128, Save 50, Validation SSIM: 113.3852
Epoch 51, Step 128, Save 51, Validation SSIM: 112.0187
Epoch 52, Step 128, Save 52, Validation SSIM: 113.4020
Epoch 53, Step 128, Save 53, Validation SSIM: 111.5047
Epoch 54, Step 128, Save 54, Validation SSIM: 111.5665
Epoch 55, Step 128, Save 55, Validation SSIM: 110.2578
Epoch 56, Step 128, Save 56, Validation SSIM: 113.4549
Epoch 57, Step 128, Save 57, Validation SSIM: 113.4014
