Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1516
3, 0, 16.7243
4, 0, 15.8913
5, 0, 16.6070
6, 0, 16.8662
7, 0, 16.6442
8, 0, 16.1056
9, 0, 15.3933
10, 0, 14.8263
11, 0, 14.2727
12, 0, 13.7696
13, 0, 16.5401
14, 0, 16.8415
15, 0, 16.3796
16, 0, 15.9470
17, 0, 15.2071
18, 0, 14.7469
19, 0, 14.2290
20, 0, 13.7918
21, 0, 16.4729
22, 0, 16.9960
23, 0, 16.6056
24, 0, 16.0621
25, 0, 15.4413
26, 0, 14.6979
27, 0, 14.3020
28, 0, 13.8835
29, 0, 16.4248
30, 0, 17.0539
31, 0, 16.2004
32, 0, 15.3991
33, 0, 14.7038
34, 0, 13.7460
35, 0, 13.4677
36, 0, 13.3225
37, 0, 16.4063
38, 0, 16.7404
39, 0, 16.1270
40, 0, 15.5325
41, 0, 15.2099
42, 0, 14.5650
43, 0, 14.1678
44, 0, 13.5875
45, 0, 16.4418
46, 0, 16.5848
47, 0, 16.1467
48, 0, 15.7303
49, 0, 15.1795
50, 0, 14.5857
51, 0, 13.9744
52, 0, 13.2051
53, 0, 16.4367
54, 0, 15.9351
55, 0, 15.9174
56, 0, 15.4801
57, 0, 15.0157
58, 0, 14.1384
59, 0, 13.6367
60, 0, 13.3713
61, 0, 16.4375
62, 0, 16.6461
63, 0, 16.4092
64, 0, 15.4259
65, 0, 15.1030
66, 0, 14.6410
67, 0, 14.1360
68, 0, 13.7183
69, 0, 16.3200
70, 0, 16.7688
71, 0, 16.2539
72, 0, 15.9350
73, 0, 15.3237
74, 0, 14.6940
75, 0, 14.2164
76, 0, 13.8641
77, 0, 16.3045
78, 0, 16.4246
79, 0, 16.1501
80, 0, 15.6032
81, 0, 15.0123
82, 0, 14.5338
83, 0, 14.0623
84, 0, 13.6724
85, 0, 16.1159
86, 0, 16.7980
87, 0, 16.3024
88, 0, 15.7963
89, 0, 15.2095
90, 0, 14.6063
91, 0, 13.9118
92, 0, 13.7537
93, 0, 16.3771
94, 0, 16.5021
95, 0, 16.1102
96, 0, 15.6230
97, 0, 14.9791
98, 0, 14.4720
99, 0, 13.8137
100, 0, 13.2516
101, 0, 16.1584
102, 0, 15.9464
103, 0, 16.0173
104, 0, 15.5881
105, 0, 15.2355
106, 0, 14.5870
107, 0, 14.0104
108, 0, 13.3524
109, 0, 16.2417
110, 0, 16.6608
111, 0, 15.5284
112, 0, 15.7769
113, 0, 15.2590
114, 0, 14.5649
115, 0, 14.0061
116, 0, 13.7045
117, 0, 16.2842
118, 0, 14.0583
119, 0, 14.5215
120, 0, 14.8117
121, 0, 14.6556
122, 0, 14.2434
123, 0, 13.6534
124, 0, 13.2661
125, 0, 16.3040
126, 0, 16.5404
127, 0, 16.1894
128, 0, 15.6583
129, 0, 15.1259
130, 0, 14.6000
131, 0, 14.0957
132, 0, 13.6736
133, 0, 16.2336
134, 0, 16.6144
135, 0, 16.1424
136, 0, 15.5438
137, 0, 15.0788
138, 0, 14.4877
139, 0, 14.0738
140, 0, 13.6623
141, 0, 16.1906
142, 0, 16.6822
143, 0, 16.1028
144, 0, 15.6901
145, 0, 15.1866
146, 0, 14.6267
147, 0, 14.0581
148, 0, 13.6778
149, 0, 16.1166
150, 0, 16.4858
151, 0, 16.1578
152, 0, 15.6335
153, 0, 15.2670
154, 0, 14.6406
155, 0, 13.9611
156, 0, 13.7724
157, 0, 16.3350
158, 0, 16.5118
159, 0, 16.2078
160, 0, 15.6701
161, 0, 15.1688
162, 0, 14.5440
163, 0, 14.1590
164, 0, 13.7728
165, 0, 16.1853
166, 0, 16.6088
167, 0, 16.1787
168, 0, 15.6689
169, 0, 15.0862
170, 0, 14.5322
171, 0, 13.9837
172, 0, 13.6091
173, 0, 16.2768
174, 0, 16.4934
175, 0, 16.1160
176, 0, 15.3237
177, 0, 14.9102
178, 0, 14.4513
179, 0, 13.9581
180, 0, 13.6332
181, 0, 16.1374
182, 0, 16.5949
183, 0, 16.1023
184, 0, 15.5520
185, 0, 15.0372
186, 0, 14.5007
187, 0, 14.0187
188, 0, 13.7037
189, 0, 16.1343
190, 0, 16.4762
191, 0, 16.0589
192, 0, 15.5007
193, 0, 14.9958
194, 0, 14.5928
195, 0, 14.1478
196, 0, 13.7241
197, 0, 16.0852
198, 0, 16.6318
199, 0, 16.1535
200, 0, 15.7055
201, 0, 15.1338
202, 0, 14.4827
203, 0, 14.0671
204, 0, 13.6211
205, 0, 16.1093
206, 0, 16.5322
207, 0, 16.1030
208, 0, 15.4828
209, 0, 14.8626
210, 0, 14.5231
211, 0, 14.1122
212, 0, 13.7246
213, 0, 16.3875
214, 0, 16.7518
215, 0, 16.1829
216, 0, 15.6231
217, 0, 14.5997
218, 0, 13.6707
219, 0, 13.1826
220, 0, 12.8344
221, 0, 16.5050
222, 0, 15.8115
223, 0, 16.1159
224, 0, 15.4782
225, 0, 14.9315
226, 0, 14.6116
227, 0, 14.0733
228, 0, 13.6699
229, 0, 16.3450
230, 0, 16.3273
231, 0, 15.8705
232, 0, 15.2439
233, 0, 14.9967
234, 0, 14.6177
235, 0, 14.0433
236, 0, 13.4344
237, 0, 16.3720
238, 0, 16.1293
239, 0, 15.6345
240, 0, 15.4381
241, 0, 14.7012
242, 0, 14.3767
243, 0, 13.4743
244, 0, 13.2332
245, 0, 16.2685
246, 0, 16.8509
247, 0, 16.4481
248, 0, 15.8080
249, 0, 15.0842
250, 0, 14.5530
1, 1, 12.0778
2, 1, 12.7220
3, 1, 13.2125
4, 1, 13.0156
5, 1, 16.6070
6, 1, 17.1295
7, 1, 17.3591
8, 1, 17.0619
9, 1, 16.4897
10, 1, 16.1581
11, 1, 15.7744
12, 1, 15.3662
13, 1, 16.5401
14, 1, 17.4085
15, 1, 17.1819
16, 1, 16.9645
17, 1, 16.4527
18, 1, 16.1443
19, 1, 15.7450
20, 1, 15.1126
21, 1, 16.4729
22, 1, 17.5246
23, 1, 17.3191
24, 1, 16.8958
25, 1, 16.6092
26, 1, 16.0509
27, 1, 15.7673
28, 1, 15.6206
29, 1, 16.4248
30, 1, 17.5937
31, 1, 17.1676
32, 1, 16.4731
33, 1, 16.0495
34, 1, 15.1006
35, 1, 15.0283
36, 1, 14.8141
37, 1, 16.4063
