Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1538
3, 0, 16.7328
4, 0, 15.8906
5, 0, 15.4382
6, 0, 14.8660
7, 0, 16.6373
8, 0, 17.1864
9, 0, 16.5515
10, 0, 16.0400
11, 0, 15.3860
12, 0, 14.7177
13, 0, 14.2553
14, 0, 13.8453
15, 0, 16.5176
16, 0, 17.1044
17, 0, 16.4362
18, 0, 16.0106
19, 0, 15.3372
20, 0, 14.7252
21, 0, 14.3300
22, 0, 13.9300
23, 0, 16.4365
24, 0, 16.8090
25, 0, 16.4528
26, 0, 15.7969
27, 0, 15.3521
28, 0, 14.7887
29, 0, 14.1857
30, 0, 13.8689
31, 0, 16.5402
32, 0, 16.8941
33, 0, 16.4007
34, 0, 15.9218
35, 0, 15.3812
36, 0, 14.7676
37, 0, 14.1982
38, 0, 13.8526
39, 0, 16.4655
40, 0, 16.6061
41, 0, 16.5195
42, 0, 15.9144
43, 0, 15.3753
44, 0, 14.7212
45, 0, 14.1876
46, 0, 13.8335
47, 0, 16.4489
48, 0, 16.7671
49, 0, 16.4119
50, 0, 15.8862
51, 0, 15.4257
52, 0, 14.7568
53, 0, 14.2377
54, 0, 13.8793
55, 0, 16.2579
56, 0, 16.8379
57, 0, 16.3856
58, 0, 15.7782
59, 0, 15.3144
60, 0, 14.5534
61, 0, 14.0632
62, 0, 13.8926
63, 0, 16.4212
64, 0, 16.5829
65, 0, 16.2249
66, 0, 15.8355
67, 0, 15.2864
68, 0, 14.6647
69, 0, 14.1634
70, 0, 13.8136
71, 0, 16.2648
72, 0, 16.7473
73, 0, 16.3121
74, 0, 15.7053
75, 0, 15.1757
76, 0, 14.7116
77, 0, 14.1527
78, 0, 13.7196
79, 0, 16.3382
80, 0, 16.6612
81, 0, 16.1317
82, 0, 15.6442
83, 0, 15.1118
84, 0, 14.5849
85, 0, 14.1197
86, 0, 13.7262
87, 0, 16.2332
88, 0, 16.8366
89, 0, 16.4059
90, 0, 15.8754
91, 0, 15.2423
92, 0, 14.7044
93, 0, 14.3138
94, 0, 13.7115
95, 0, 16.1913
96, 0, 16.5990
97, 0, 16.1920
98, 0, 15.7603
99, 0, 15.1452
100, 0, 14.5042
101, 0, 14.0318
102, 0, 13.6481
103, 0, 16.1329
104, 0, 16.4172
105, 0, 16.1974
106, 0, 15.5982
107, 0, 15.0752
108, 0, 14.5840
109, 0, 14.1684
110, 0, 13.7267
111, 0, 16.2132
112, 0, 16.7593
113, 0, 16.3692
114, 0, 15.6258
115, 0, 15.1646
116, 0, 14.6803
117, 0, 14.1564
118, 0, 13.5700
119, 0, 16.4645
120, 0, 16.6874
121, 0, 16.2579
122, 0, 15.6796
123, 0, 15.0357
124, 0, 14.5158
125, 0, 14.0714
126, 0, 13.7102
127, 0, 16.2125
128, 0, 16.5580
129, 0, 16.1617
130, 0, 15.7527
131, 0, 15.1277
132, 0, 14.5322
133, 0, 14.0085
134, 0, 13.7680
135, 0, 16.2347
136, 0, 16.2960
137, 0, 16.0503
138, 0, 15.4990
139, 0, 15.0486
140, 0, 14.5271
141, 0, 14.0516
142, 0, 13.6353
143, 0, 16.1501
144, 0, 16.5035
145, 0, 16.1736
146, 0, 15.6739
147, 0, 15.0569
148, 0, 14.5354
149, 0, 14.0476
150, 0, 13.6784
151, 0, 16.2112
152, 0, 16.7694
153, 0, 16.3782
154, 0, 15.8657
155, 0, 15.0204
156, 0, 14.7025
157, 0, 14.2039
158, 0, 13.7170
159, 0, 16.3314
160, 0, 16.6140
161, 0, 16.2814
162, 0, 15.6600
163, 0, 15.2036
164, 0, 14.6069
165, 0, 14.0322
166, 0, 13.6787
167, 0, 16.1571
168, 0, 16.5534
169, 0, 16.0215
170, 0, 15.5594
171, 0, 15.0201
172, 0, 14.4253
173, 0, 14.1356
174, 0, 13.6525
175, 0, 16.2040
176, 0, 16.4907
177, 0, 16.0296
178, 0, 15.6712
179, 0, 15.0231
180, 0, 14.5245
181, 0, 14.0677
182, 0, 13.6473
183, 0, 16.1275
184, 0, 16.5274
185, 0, 16.0365
186, 0, 15.6758
187, 0, 15.0701
188, 0, 14.5854
189, 0, 14.0165
190, 0, 13.7017
191, 0, 16.1231
192, 0, 16.5656
193, 0, 16.0881
194, 0, 15.7424
195, 0, 15.2650
196, 0, 14.6465
197, 0, 14.0184
198, 0, 13.7008
199, 0, 16.1081
200, 0, 16.6287
201, 0, 16.2038
202, 0, 15.5777
203, 0, 15.0797
204, 0, 14.5009
205, 0, 14.0326
206, 0, 13.6165
207, 0, 16.0516
208, 0, 16.2647
209, 0, 15.6388
210, 0, 15.4058
211, 0, 14.9535
212, 0, 14.4364
213, 0, 14.0700
214, 0, 13.6509
215, 0, 16.4227
216, 0, 17.0165
217, 0, 16.5523
218, 0, 15.8325
219, 0, 15.2675
220, 0, 14.6740
221, 0, 14.2674
222, 0, 13.8083
223, 0, 16.4582
224, 0, 16.5155
225, 0, 16.2042
226, 0, 15.7737
227, 0, 15.2140
228, 0, 14.6755
229, 0, 14.0972
230, 0, 13.7393
231, 0, 16.3760
232, 0, 16.8381
233, 0, 16.2809
234, 0, 15.8218
235, 0, 15.2866
236, 0, 14.6693
237, 0, 14.2779
238, 0, 13.7415
239, 0, 16.2884
240, 0, 16.8433
241, 0, 16.1881
242, 0, 15.7823
243, 0, 15.1226
244, 0, 14.5657
245, 0, 14.1230
246, 0, 13.7396
247, 0, 16.3722
248, 0, 16.8283
249, 0, 16.2350
250, 0, 15.7423
1, 1, 15.1586
2, 1, 15.5850
3, 1, 15.3889
4, 1, 14.9573
5, 1, 14.8816
6, 1, 14.6062
7, 1, 16.6373
8, 1, 17.7876
9, 1, 17.3105
10, 1, 16.9816
11, 1, 16.5338
12, 1, 16.0769
13, 1, 15.8034
14, 1, 15.5823
15, 1, 16.5176
16, 1, 17.6107
17, 1, 17.1897
18, 1, 16.9812
19, 1, 16.5167
20, 1, 16.0211
21, 1, 15.8254
22, 1, 15.6218
23, 1, 16.4365
24, 1, 17.4723
25, 1, 17.2861
26, 1, 16.8402
27, 1, 16.6070
28, 1, 16.1876
29, 1, 15.7292
30, 1, 15.6171
31, 1, 16.5402
32, 1, 17.4315
33, 1, 17.1523
34, 1, 16.6372
35, 1, 16.5504
36, 1, 16.1316
37, 1, 15.7378
38, 1, 15.5906
39, 1, 16.4655
40, 1, 17.1405
41, 1, 17.3112
42, 1, 16.9512
43, 1, 16.6238
44, 1, 16.0913
45, 1, 15.7723
46, 1, 15.5850
47, 1, 16.4489
48, 1, 17.3004
49, 1, 17.0836
50, 1, 16.8006
51, 1, 16.5471
52, 1, 16.1074
53, 1, 15.8233
54, 1, 15.5251
55, 1, 16.2579
56, 1, 17.3687
57, 1, 17.1140
58, 1, 16.7080
59, 1, 16.4266
60, 1, 16.0545
61, 1, 15.7032
62, 1, 15.5545
63, 1, 16.4212
64, 1, 17.1681
65, 1, 17.0514
66, 1, 16.8258
67, 1, 16.4845
68, 1, 16.0724
69, 1, 15.5767
70, 1, 15.5045
71, 1, 16.2648
72, 1, 17.3432
73, 1, 17.0641
74, 1, 16.6914
75, 1, 16.0664
76, 1, 15.3512
77, 1, 15.2706
78, 1, 15.4349
79, 1, 16.3382
80, 1, 17.2218
81, 1, 16.8833
82, 1, 16.6047
