Frame Index, Action Index, SSIM (dB)
1, 0, 16.8027
2, 0, 17.1526
3, 0, 16.7261
4, 0, 15.8825
5, 0, 15.4241
6, 0, 14.8507
7, 0, 16.6373
8, 0, 17.1842
9, 0, 16.5448
10, 0, 16.0350
11, 0, 15.3922
12, 0, 14.7027
13, 0, 14.2554
14, 0, 13.8330
15, 0, 16.5176
16, 0, 17.1021
17, 0, 16.4436
18, 0, 16.0169
19, 0, 15.3489
20, 0, 14.6964
21, 0, 14.3337
22, 0, 13.9304
23, 0, 16.4365
24, 0, 16.8077
25, 0, 16.4554
26, 0, 15.7868
27, 0, 15.3606
28, 0, 14.7953
29, 0, 14.2072
30, 0, 13.8538
31, 0, 16.5402
32, 0, 16.8880
33, 0, 16.4016
34, 0, 14.9630
35, 0, 14.9935
36, 0, 14.3504
37, 0, 13.9323
38, 0, 13.8364
39, 0, 16.4655
40, 0, 16.5905
41, 0, 16.5302
42, 0, 15.9373
43, 0, 15.3606
44, 0, 14.7277
45, 0, 14.1495
46, 0, 13.8530
47, 0, 16.4489
48, 0, 16.7651
49, 0, 16.4078
50, 0, 15.8793
51, 0, 15.4057
52, 0, 14.7380
53, 0, 14.2296
54, 0, 13.8460
55, 0, 16.2579
56, 0, 16.8249
57, 0, 16.3553
58, 0, 15.7469
59, 0, 15.3034
60, 0, 14.7140
61, 0, 14.2280
62, 0, 13.8621
63, 0, 16.4212
64, 0, 16.5747
65, 0, 16.2173
66, 0, 15.8162
67, 0, 15.2613
68, 0, 14.6323
69, 0, 14.0375
70, 0, 13.3425
71, 0, 16.2648
72, 0, 16.7460
73, 0, 16.3105
74, 0, 15.7001
75, 0, 15.1650
76, 0, 14.6890
77, 0, 14.1280
78, 0, 13.6717
79, 0, 16.3382
80, 0, 16.6611
81, 0, 16.1322
82, 0, 15.6391
83, 0, 15.0891
84, 0, 14.5510
85, 0, 14.1000
86, 0, 13.6912
87, 0, 16.2332
88, 0, 16.8422
89, 0, 16.4084
90, 0, 15.8735
91, 0, 15.2283
92, 0, 14.6755
93, 0, 14.3003
94, 0, 13.6980
95, 0, 16.1913
96, 0, 16.5381
97, 0, 15.9900
98, 0, 14.9888
99, 0, 13.7712
100, 0, 12.7672
101, 0, 12.6549
102, 0, 12.8298
103, 0, 16.1329
104, 0, 15.1443
105, 0, 16.0801
106, 0, 15.5567
107, 0, 15.0749
108, 0, 14.5479
109, 0, 14.1282
110, 0, 13.7250
111, 0, 16.2132
112, 0, 16.7542
113, 0, 16.3672
114, 0, 15.6174
115, 0, 15.1537
116, 0, 14.6627
117, 0, 14.1725
118, 0, 13.5742
119, 0, 16.4645
120, 0, 16.6825
121, 0, 16.2571
122, 0, 15.6772
123, 0, 15.0329
124, 0, 14.4974
125, 0, 14.1080
126, 0, 13.7440
127, 0, 16.2125
128, 0, 16.5507
129, 0, 16.1655
130, 0, 15.7457
131, 0, 15.1270
132, 0, 14.5082
133, 0, 13.8070
134, 0, 13.1751
135, 0, 16.2347
136, 0, 15.4569
137, 0, 15.2577
138, 0, 14.2493
139, 0, 13.3775
140, 0, 12.5231
141, 0, 11.8426
142, 0, 11.3468
143, 0, 16.1501
144, 0, 15.3333
145, 0, 15.0984
146, 0, 14.0945
147, 0, 13.3789
148, 0, 12.5786
149, 0, 12.0161
150, 0, 11.7232
151, 0, 16.2112
152, 0, 16.5189
153, 0, 15.2568
154, 0, 14.5433
155, 0, 13.3399
156, 0, 12.5453
157, 0, 12.0843
158, 0, 11.4090
159, 0, 16.3314
160, 0, 15.6756
161, 0, 15.1885
162, 0, 13.9280
163, 0, 13.2696
164, 0, 12.4144
165, 0, 12.5934
166, 0, 11.9136
167, 0, 16.1571
168, 0, 15.6812
169, 0, 14.5544
170, 0, 13.9099
171, 0, 13.0836
172, 0, 12.5529
173, 0, 12.0504
174, 0, 11.4587
175, 0, 16.2040
176, 0, 16.1571
177, 0, 15.4145
178, 0, 14.0096
179, 0, 13.1562
180, 0, 13.2861
181, 0, 12.7292
182, 0, 12.0802
183, 0, 16.1275
184, 0, 15.7538
